bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_info,numberOfDoors,sell_id,vehicleTransmission,vhp,gear,wheel,price,sample
лифтбек,MERCEDES,серый,4.0,639,бензин,5400,2019,AMG_GT,5.0,1102581882,роботизированная,Оригинал,полный,Левый,12500000,1
купе-хардтоп,MERCEDES,серый,3.5,272,бензин,177932,2009,E_KLASSE,2.0,1102662381,автоматическая,Оригинал,задний,Левый,1178000,1
хэтчбек 5 дв.,MERCEDES,белый,1.3,150,бензин,32249,2018,A_KLASSE,5.0,1102698228,роботизированная,Оригинал,передний,Левый,1845000,1
седан,MERCEDES,синий,3.5,249,бензин,106190,2013,E_KLASSE,4.0,1101312821,автоматическая,Дубликат,задний,Левый,1369000,1
купе-хардтоп,MERCEDES,синий,2.0,184,бензин,54700,2015,E_KLASSE,2.0,1102715242,автоматическая,Оригинал,задний,Левый,1790000,1
седан,MERCEDES,белый,2.0,184,бензин,82478,2015,E_KLASSE,4.0,1102610354,автоматическая,Оригинал,задний,Левый,1830000,1
хэтчбек 5 дв.,MERCEDES,белый,1.3,150,бензин,1709,2020,A_KLASSE,5.0,1102690886,роботизированная,Оригинал,передний,Левый,2597000,1
седан,AUDI,чёрный,1.8,190,бензин,70000,2017,A6,4.0,1102427674,роботизированная,Оригинал,передний,Левый,2096107,1
внедорожник 5 дв.,AUDI,серый,2.0,211,бензин,99800,2011,Q5,5.0,1102572687,автоматическая,Оригинал,полный,Левый,1197000,1
внедорожник 5 дв.,AUDI,синий,2.0,230,бензин,84343,2015,Q5,5.0,1102183480,автоматическая,Оригинал,полный,Левый,1700000,1
внедорожник 5 дв.,AUDI,голубой,1.4,150,бензин,11956,2019,Q3,5.0,1101823709,роботизированная,Оригинал,передний,Левый,2999000,1
внедорожник 5 дв.,AUDI,красный,1.4,150,бензин,4878,2019,Q3,5.0,1101817654,роботизированная,Оригинал,передний,Левый,3049000,1
седан long,AUDI,чёрный,4.0,420,бензин,89000,2013,A8,4.0,1102710951,автоматическая,Оригинал,полный,Левый,1550000,1
седан,AUDI,синий,3.0,340,бензин,27858,2018,A6,4.0,1102594262,роботизированная,Оригинал,полный,Левый,3899000,1
внедорожник 5 дв.,AUDI,голубой,1.4,150,бензин,30416,2016,Q3,5.0,1102591131,роботизированная,Оригинал,передний,Левый,1617000,1
внедорожник 5 дв.,AUDI,красный,1.4,150,бензин,11678,2019,Q3,5.0,1102271830,роботизированная,Оригинал,передний,Левый,2999000,1
внедорожник 5 дв.,AUDI,синий,3.0,249,дизель,33000,2019,Q8,5.0,1102584721,автоматическая,Оригинал,полный,Левый,6699000,1
седан,AUDI,белый,1.4,150,бензин,44396,2018,A4,4.0,1102475180,роботизированная,Оригинал,передний,Левый,1899000,1
седан,AUDI,серый,1.8,190,бензин,73636,2016,A6,4.0,1102460660,роботизированная,Оригинал,передний,Левый,1830000,1
седан,AUDI,чёрный,2.0,190,бензин,76778,2015,A4,4.0,1101811313,роботизированная,Оригинал,передний,Левый,1818000,1
седан,AUDI,чёрный,1.8,190,бензин,97383,2016,A6,4.0,1102582091,роботизированная,Оригинал,передний,Левый,1899000,1
внедорожник 5 дв.,AUDI,голубой,2.0,180,бензин,31076,2018,Q3,5.0,1102336269,роботизированная,Оригинал,полный,Левый,2319000,1
внедорожник 5 дв.,AUDI,серый,3.0,249,дизель,137000,2015,Q7,5.0,1098123370,автоматическая,Оригинал,полный,Левый,2900000,1
седан,AUDI,красный,2.0,130,бензин,164082,2006,A4,4.0,1102593503,вариатор,Оригинал,передний,Левый,467000,1
внедорожник 5 дв.,AUDI,белый,3.0,249,дизель,14500,2019,Q8,5.0,1102588599,автоматическая,Оригинал,полный,Левый,6299000,1
универсал 5 дв.,AUDI,коричневый,3.0,333,бензин,86000,2016,ALLROAD,5.0,1102211165,роботизированная,Оригинал,полный,Левый,2575000,1
внедорожник 5 дв.,AUDI,серый,3.0,249,дизель,95000,2016,Q7,5.0,1102065501,автоматическая,Оригинал,полный,Левый,3050000,1
внедорожник 5 дв.,AUDI,серый,3.0,245,дизель,131747,2015,Q7,5.0,1102591463,автоматическая,Оригинал,полный,Левый,2348000,1
внедорожник 5 дв.,AUDI,белый,2.0,180,бензин,73942,2016,Q5,5.0,1102415287,автоматическая,Оригинал,полный,Левый,1897000,1
внедорожник 5 дв.,AUDI,белый,2.0,180,бензин,73874,2018,Q3,5.0,1102590532,роботизированная,Оригинал,полный,Левый,2080000,1
внедорожник 5 дв.,AUDI,чёрный,2.0,170,бензин,116800,2013,Q3,5.0,1102283887,роботизированная,Оригинал,полный,Левый,1320000,1
седан,AUDI,чёрный,2.0,190,дизель,62872,2017,A6,4.0,1102567244,роботизированная,Дубликат,передний,Левый,1927000,1
лифтбек sportback,AUDI,белый,2.0,225,бензин,97522,2013,A5,5.0,1102581498,роботизированная,Оригинал,полный,Левый,1259000,1
седан,AUDI,чёрный,2.0,190,дизель,8027,2020,A6,4.0,1101855657,роботизированная,Оригинал,передний,Левый,3300000,1
внедорожник 5 дв.,AUDI,чёрный,3.0,249,дизель,96660,2016,Q7,5.0,1102437158,автоматическая,Оригинал,полный,Левый,3568000,1
купе,AUDI,красный,3.2,250,бензин,83600,2007,TT,2.0,1102711533,роботизированная,Оригинал,полный,Левый,1050000,1
седан,AUDI,красный,1.4,150,бензин,120612,2019,A4,4.0,1102219171,роботизированная,Оригинал,передний,Левый,1588000,1
седан,AUDI,чёрный,2.8,220,бензин,110712,2015,A6,4.0,1102594521,роботизированная,Оригинал,полный,Левый,1657000,1
универсал 5 дв.,AUDI,серый,3.0,290,бензин,148220,2011,ALLROAD,5.0,1102584720,автоматическая,Оригинал,полный,Левый,999000,1
лифтбек sportback,AUDI,белый,2.0,190,бензин,40726,2018,A5,5.0,1102152841,роботизированная,Оригинал,передний,Левый,2408000,1
седан,AUDI,чёрный,1.4,150,бензин,58227,2018,A3,4.0,1102594261,роботизированная,Оригинал,передний,Левый,1499000,1
седан,AUDI,чёрный,1.4,150,бензин,74300,2016,A3,4.0,1102557839,роботизированная,Оригинал,передний,Левый,1295000,1
седан,AUDI,чёрный,2.0,190,дизель,41000,2018,A6,4.0,1102259782,роботизированная,Оригинал,передний,Левый,2485000,1
внедорожник 5 дв.,BMW,серый,3.0,249,дизель,34569,2019,X7,5.0,1102673420,автоматическая,Оригинал,полный,Левый,6840000,1
седан long,BMW,чёрный,4.4,450,бензин,69000,2013,7ER,4.0,1102672537,автоматическая,Оригинал,полный,Левый,1899000,1
внедорожник 5 дв.,BMW,серый,3.0,313,дизель,43000,2017,X6,5.0,1102194042,автоматическая,Оригинал,полный,Левый,4099000,1
внедорожник 5 дв.,BMW,белый,3.0,340,бензин,22700,2018,X5,5.0,1102518700,автоматическая,Оригинал,полный,Левый,6100000,1
седан,BMW,чёрный,2.0,184,бензин,240961,2014,3ER,4.0,1102684912,автоматическая,Оригинал,задний,Левый,1067000,1
внедорожник 5 дв.,BMW,серый,3.0,245,дизель,217000,2010,X6,5.0,1102715307,автоматическая,Оригинал,полный,Левый,1490000,1
хэтчбек 5 дв.,BMW,чёрный,1.6,115,бензин,257625,2008,1ER,5.0,1102663704,автоматическая,Оригинал,задний,Левый,395000,1
седан long,BMW,чёрный,3.0,400,дизель,97165,2017,7ER,4.0,1102685161,автоматическая,Оригинал,полный,Левый,4586000,1
внедорожник 5 дв.,BMW,чёрный,2.0,190,дизель,24884,2018,X3,5.0,1102677236,автоматическая,Оригинал,полный,Левый,3397000,1
внедорожник 5 дв.,BMW,чёрный,3.0,249,дизель,32482,2019,X6,5.0,1102677224,автоматическая,Оригинал,полный,Левый,4847000,1
внедорожник 5 дв.,BMW,чёрный,2.0,192,бензин,58710,2017,X1,5.0,1102663781,автоматическая,Оригинал,полный,Левый,1849000,1
внедорожник 5 дв.,BMW,чёрный,3.0,249,дизель,79500,2017,X6,5.0,1101651771,автоматическая,Дубликат,полный,Левый,3150000,1
внедорожник 5 дв.,BMW,чёрный,2.0,249,бензин,21933,2019,X3,5.0,1102677219,автоматическая,Оригинал,полный,Левый,3697000,1
седан,BMW,серый,3.0,249,дизель,11,2021,7ER,4.0,1102668642,автоматическая,Оригинал,полный,Левый,8990900,1
седан,BMW,синий,2.0,258,бензин,8000,2019,3ER,4.0,1102669070,автоматическая,Оригинал,задний,Левый,3097000,1
внедорожник 5 дв.,BMW,чёрный,3.0,249,дизель,29000,2019,X3,5.0,1102671342,автоматическая,Оригинал,полный,Левый,4095000,1
седан,BMW,белый,3.0,249,дизель,57,2020,5ER,4.0,1102660190,автоматическая,Оригинал,полный,Левый,5030000,1
седан,BMW,чёрный,6.0,445,бензин,325970,2003,7ER,4.0,1102715223,автоматическая,Дубликат,задний,Левый,409000,1
хэтчбек 5 дв.,BMW,белый,1.6,136,бензин,127967,2013,1ER,5.0,1102677158,автоматическая,Оригинал,задний,Левый,805011,1
внедорожник 5 дв.,BMW,зелёный,3.0,249,дизель,6194,2019,X6,5.0,1102674058,автоматическая,Оригинал,полный,Левый,7499000,1
седан,BMW,чёрный,2.0,190,дизель,123000,2016,3ER,4.0,1102286346,автоматическая,Оригинал,полный,Левый,1430000,1
внедорожник 5 дв.,BMW,белый,2.0,184,дизель,83489,2014,X1,5.0,1102663702,автоматическая,Оригинал,полный,Левый,1428000,1
хэтчбек 5 дв.,BMW,белый,1.6,136,бензин,157000,2012,1ER,5.0,1102377285,автоматическая,Дубликат,задний,Левый,690000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,179000,2011,X5,5.0,1102575413,автоматическая,Оригинал,полный,Левый,1475000,1
хэтчбек 5 дв.,BMW,белый,2.0,190,дизель,151055,2017,1ER,5.0,1102658809,автоматическая,Оригинал,полный,Левый,1749000,1
